quiz_id,course_id,difficulty_level,title,description,total_questions,passing_score,time_limit,created_at
305,102,Medium,WordPress Masterclass - Medium Quiz,"Test your medium level knowledge of WordPress Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
306,102,Hard,WordPress Masterclass - Hard Quiz,"Test your hard level knowledge of WordPress Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
307,103,Easy,Android for Intermediates - Easy Quiz,"Test your easy level knowledge of Android for Intermediates. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
308,103,Medium,Android for Intermediates - Medium Quiz,"Test your medium level knowledge of Android for Intermediates. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
309,103,Hard,Android for Intermediates - Hard Quiz,"Test your hard level knowledge of Android for Intermediates. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
310,104,Easy,React Native Bootcamp - Easy Quiz,"Test your easy level knowledge of React Native Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
311,104,Medium,React Native Bootcamp - Medium Quiz,"Test your medium level knowledge of React Native Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
312,104,Hard,React Native Bootcamp - Hard Quiz,"Test your hard level knowledge of React Native Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
313,105,Easy,Complete Android Course - Easy Quiz,"Test your easy level knowledge of Complete Android Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
314,105,Medium,Complete Android Course - Medium Quiz,"Test your medium level knowledge of Complete Android Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
315,105,Hard,Complete Android Course - Hard Quiz,"Test your hard level knowledge of Complete Android Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
316,106,Easy,React Native Masterclass - Easy Quiz,"Test your easy level knowledge of React Native Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
317,106,Medium,React Native Masterclass - Medium Quiz,"Test your medium level knowledge of React Native Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
318,106,Hard,React Native Masterclass - Hard Quiz,"Test your hard level knowledge of React Native Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
319,107,Easy,Master Kotlin - Easy Quiz,"Test your easy level knowledge of Master Kotlin. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
320,107,Medium,Master Kotlin - Medium Quiz,"Test your medium level knowledge of Master Kotlin. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
321,107,Hard,Master Kotlin - Hard Quiz,"Test your hard level knowledge of Master Kotlin. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
322,108,Easy,Master Android - Easy Quiz,"Test your easy level knowledge of Master Android. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
323,108,Medium,Master Android - Medium Quiz,"Test your medium level knowledge of Master Android. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
324,108,Hard,Master Android - Hard Quiz,"Test your hard level knowledge of Master Android. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
325,109,Easy,Kotlin Fundamentals - Easy Quiz,"Test your easy level knowledge of Kotlin Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
326,109,Medium,Kotlin Fundamentals - Medium Quiz,"Test your medium level knowledge of Kotlin Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
327,109,Hard,Kotlin Fundamentals - Hard Quiz,"Test your hard level knowledge of Kotlin Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
328,110,Easy,Learn React Native - Easy Quiz,"Test your easy level knowledge of Learn React Native. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
329,110,Medium,Learn React Native - Medium Quiz,"Test your medium level knowledge of Learn React Native. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
330,110,Hard,Learn React Native - Hard Quiz,"Test your hard level knowledge of Learn React Native. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
331,111,Easy,iOS Fundamentals - Easy Quiz,"Test your easy level knowledge of iOS Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
332,111,Medium,iOS Fundamentals - Medium Quiz,"Test your medium level knowledge of iOS Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
333,111,Hard,iOS Fundamentals - Hard Quiz,"Test your hard level knowledge of iOS Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
334,112,Easy,Flutter Fundamentals - Easy Quiz,"Test your easy level knowledge of Flutter Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
335,112,Medium,Flutter Fundamentals - Medium Quiz,"Test your medium level knowledge of Flutter Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
336,112,Hard,Flutter Fundamentals - Hard Quiz,"Test your hard level knowledge of Flutter Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
337,113,Easy,Learn Android - Easy Quiz,"Test your easy level knowledge of Learn Android. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
338,113,Medium,Learn Android - Medium Quiz,"Test your medium level knowledge of Learn Android. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
339,113,Hard,Learn Android - Hard Quiz,"Test your hard level knowledge of Learn Android. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
340,114,Easy,Advanced React Native - Easy Quiz,"Test your easy level knowledge of Advanced React Native. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
341,114,Medium,Advanced React Native - Medium Quiz,"Test your medium level knowledge of Advanced React Native. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
342,114,Hard,Advanced React Native - Hard Quiz,"Test your hard level knowledge of Advanced React Native. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
343,115,Easy,Learn React Native - Easy Quiz,"Test your easy level knowledge of Learn React Native. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
344,115,Medium,Learn React Native - Medium Quiz,"Test your medium level knowledge of Learn React Native. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
345,115,Hard,Learn React Native - Hard Quiz,"Test your hard level knowledge of Learn React Native. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
346,116,Easy,Kotlin for Advanceds - Easy Quiz,"Test your easy level knowledge of Kotlin for Advanceds. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
347,116,Medium,Kotlin for Advanceds - Medium Quiz,"Test your medium level knowledge of Kotlin for Advanceds. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
348,116,Hard,Kotlin for Advanceds - Hard Quiz,"Test your hard level knowledge of Kotlin for Advanceds. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
349,117,Easy,iOS Masterclass - Easy Quiz,"Test your easy level knowledge of iOS Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
350,117,Medium,iOS Masterclass - Medium Quiz,"Test your medium level knowledge of iOS Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
351,117,Hard,iOS Masterclass - Hard Quiz,"Test your hard level knowledge of iOS Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
352,118,Easy,React Native Masterclass - Easy Quiz,"Test your easy level knowledge of React Native Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
353,118,Medium,React Native Masterclass - Medium Quiz,"Test your medium level knowledge of React Native Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
354,118,Hard,React Native Masterclass - Hard Quiz,"Test your hard level knowledge of React Native Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
355,119,Easy,Learn Flutter - Easy Quiz,"Test your easy level knowledge of Learn Flutter. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
356,119,Medium,Learn Flutter - Medium Quiz,"Test your medium level knowledge of Learn Flutter. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
357,119,Hard,Learn Flutter - Hard Quiz,"Test your hard level knowledge of Learn Flutter. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
358,120,Easy,Learn SwiftUI - Easy Quiz,"Test your easy level knowledge of Learn SwiftUI. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
359,120,Medium,Learn SwiftUI - Medium Quiz,"Test your medium level knowledge of Learn SwiftUI. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
360,120,Hard,Learn SwiftUI - Hard Quiz,"Test your hard level knowledge of Learn SwiftUI. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
361,121,Easy,SwiftUI for Beginners - Easy Quiz,"Test your easy level knowledge of SwiftUI for Beginners. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
362,121,Medium,SwiftUI for Beginners - Medium Quiz,"Test your medium level knowledge of SwiftUI for Beginners. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
363,121,Hard,SwiftUI for Beginners - Hard Quiz,"Test your hard level knowledge of SwiftUI for Beginners. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
364,122,Easy,Professional Kotlin - Easy Quiz,"Test your easy level knowledge of Professional Kotlin. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
365,122,Medium,Professional Kotlin - Medium Quiz,"Test your medium level knowledge of Professional Kotlin. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
366,122,Hard,Professional Kotlin - Hard Quiz,"Test your hard level knowledge of Professional Kotlin. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
367,123,Easy,SwiftUI Bootcamp - Easy Quiz,"Test your easy level knowledge of SwiftUI Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
368,123,Medium,SwiftUI Bootcamp - Medium Quiz,"Test your medium level knowledge of SwiftUI Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
369,123,Hard,SwiftUI Bootcamp - Hard Quiz,"Test your hard level knowledge of SwiftUI Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
370,124,Easy,Flutter Masterclass - Easy Quiz,"Test your easy level knowledge of Flutter Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
371,124,Medium,Flutter Masterclass - Medium Quiz,"Test your medium level knowledge of Flutter Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
372,124,Hard,Flutter Masterclass - Hard Quiz,"Test your hard level knowledge of Flutter Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
373,125,Easy,Advanced React Native - Easy Quiz,"Test your easy level knowledge of Advanced React Native. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
374,125,Medium,Advanced React Native - Medium Quiz,"Test your medium level knowledge of Advanced React Native. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
375,125,Hard,Advanced React Native - Hard Quiz,"Test your hard level knowledge of Advanced React Native. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
376,126,Easy,SwiftUI Bootcamp - Easy Quiz,"Test your easy level knowledge of SwiftUI Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
377,126,Medium,SwiftUI Bootcamp - Medium Quiz,"Test your medium level knowledge of SwiftUI Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
378,126,Hard,SwiftUI Bootcamp - Hard Quiz,"Test your hard level knowledge of SwiftUI Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
379,127,Easy,Professional Flutter - Easy Quiz,"Test your easy level knowledge of Professional Flutter. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
380,127,Medium,Professional Flutter - Medium Quiz,"Test your medium level knowledge of Professional Flutter. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
381,127,Hard,Professional Flutter - Hard Quiz,"Test your hard level knowledge of Professional Flutter. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
382,128,Easy,Learn Android - Easy Quiz,"Test your easy level knowledge of Learn Android. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
383,128,Medium,Learn Android - Medium Quiz,"Test your medium level knowledge of Learn Android. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
384,128,Hard,Learn Android - Hard Quiz,"Test your hard level knowledge of Learn Android. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
385,129,Easy,Kotlin Masterclass - Easy Quiz,"Test your easy level knowledge of Kotlin Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
386,129,Medium,Kotlin Masterclass - Medium Quiz,"Test your medium level knowledge of Kotlin Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
387,129,Hard,Kotlin Masterclass - Hard Quiz,"Test your hard level knowledge of Kotlin Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
388,130,Easy,Professional SwiftUI - Easy Quiz,"Test your easy level knowledge of Professional SwiftUI. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
389,130,Medium,Professional SwiftUI - Medium Quiz,"Test your medium level knowledge of Professional SwiftUI. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
390,130,Hard,Professional SwiftUI - Hard Quiz,"Test your hard level knowledge of Professional SwiftUI. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
391,131,Easy,iOS Fundamentals - Easy Quiz,"Test your easy level knowledge of iOS Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
392,131,Medium,iOS Fundamentals - Medium Quiz,"Test your medium level knowledge of iOS Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
393,131,Hard,iOS Fundamentals - Hard Quiz,"Test your hard level knowledge of iOS Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
394,132,Easy,Flutter Bootcamp - Easy Quiz,"Test your easy level knowledge of Flutter Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
395,132,Medium,Flutter Bootcamp - Medium Quiz,"Test your medium level knowledge of Flutter Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
396,132,Hard,Flutter Bootcamp - Hard Quiz,"Test your hard level knowledge of Flutter Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
397,133,Easy,Flutter Fundamentals - Easy Quiz,"Test your easy level knowledge of Flutter Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
398,133,Medium,Flutter Fundamentals - Medium Quiz,"Test your medium level knowledge of Flutter Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
399,133,Hard,Flutter Fundamentals - Hard Quiz,"Test your hard level knowledge of Flutter Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
400,134,Easy,Complete SwiftUI Course - Easy Quiz,"Test your easy level knowledge of Complete SwiftUI Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
401,134,Medium,Complete SwiftUI Course - Medium Quiz,"Test your medium level knowledge of Complete SwiftUI Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
402,134,Hard,Complete SwiftUI Course - Hard Quiz,"Test your hard level knowledge of Complete SwiftUI Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
403,135,Easy,React Native Bootcamp - Easy Quiz,"Test your easy level knowledge of React Native Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
404,135,Medium,React Native Bootcamp - Medium Quiz,"Test your medium level knowledge of React Native Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
405,135,Hard,React Native Bootcamp - Hard Quiz,"Test your hard level knowledge of React Native Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
406,136,Easy,Terraform Fundamentals - Easy Quiz,"Test your easy level knowledge of Terraform Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
407,136,Medium,Terraform Fundamentals - Medium Quiz,"Test your medium level knowledge of Terraform Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
408,136,Hard,Terraform Fundamentals - Hard Quiz,"Test your hard level knowledge of Terraform Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
409,137,Easy,Terraform for Beginners - Easy Quiz,"Test your easy level knowledge of Terraform for Beginners. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
410,137,Medium,Terraform for Beginners - Medium Quiz,"Test your medium level knowledge of Terraform for Beginners. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
411,137,Hard,Terraform for Beginners - Hard Quiz,"Test your hard level knowledge of Terraform for Beginners. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
412,138,Easy,AWS Masterclass - Easy Quiz,"Test your easy level knowledge of AWS Masterclass. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
413,138,Medium,AWS Masterclass - Medium Quiz,"Test your medium level knowledge of AWS Masterclass. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
414,138,Hard,AWS Masterclass - Hard Quiz,"Test your hard level knowledge of AWS Masterclass. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
415,139,Easy,Learn Terraform - Easy Quiz,"Test your easy level knowledge of Learn Terraform. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
416,139,Medium,Learn Terraform - Medium Quiz,"Test your medium level knowledge of Learn Terraform. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
417,139,Hard,Learn Terraform - Hard Quiz,"Test your hard level knowledge of Learn Terraform. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
418,140,Easy,Learn DevOps - Easy Quiz,"Test your easy level knowledge of Learn DevOps. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
419,140,Medium,Learn DevOps - Medium Quiz,"Test your medium level knowledge of Learn DevOps. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
420,140,Hard,Learn DevOps - Hard Quiz,"Test your hard level knowledge of Learn DevOps. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
421,141,Easy,Master Docker - Easy Quiz,"Test your easy level knowledge of Master Docker. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
422,141,Medium,Master Docker - Medium Quiz,"Test your medium level knowledge of Master Docker. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
423,141,Hard,Master Docker - Hard Quiz,"Test your hard level knowledge of Master Docker. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
424,142,Easy,Complete DevOps Course - Easy Quiz,"Test your easy level knowledge of Complete DevOps Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
425,142,Medium,Complete DevOps Course - Medium Quiz,"Test your medium level knowledge of Complete DevOps Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
426,142,Hard,Complete DevOps Course - Hard Quiz,"Test your hard level knowledge of Complete DevOps Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
427,143,Easy,Master Terraform - Easy Quiz,"Test your easy level knowledge of Master Terraform. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
428,143,Medium,Master Terraform - Medium Quiz,"Test your medium level knowledge of Master Terraform. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
429,143,Hard,Master Terraform - Hard Quiz,"Test your hard level knowledge of Master Terraform. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
430,144,Easy,Terraform from Scratch - Easy Quiz,"Test your easy level knowledge of Terraform from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
431,144,Medium,Terraform from Scratch - Medium Quiz,"Test your medium level knowledge of Terraform from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
432,144,Hard,Terraform from Scratch - Hard Quiz,"Test your hard level knowledge of Terraform from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
433,145,Easy,Complete AWS Course - Easy Quiz,"Test your easy level knowledge of Complete AWS Course. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
434,145,Medium,Complete AWS Course - Medium Quiz,"Test your medium level knowledge of Complete AWS Course. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
435,145,Hard,Complete AWS Course - Hard Quiz,"Test your hard level knowledge of Complete AWS Course. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
436,146,Easy,Professional Docker - Easy Quiz,"Test your easy level knowledge of Professional Docker. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
437,146,Medium,Professional Docker - Medium Quiz,"Test your medium level knowledge of Professional Docker. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
438,146,Hard,Professional Docker - Hard Quiz,"Test your hard level knowledge of Professional Docker. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
439,147,Easy,Kubernetes from Scratch - Easy Quiz,"Test your easy level knowledge of Kubernetes from Scratch. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
440,147,Medium,Kubernetes from Scratch - Medium Quiz,"Test your medium level knowledge of Kubernetes from Scratch. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
441,147,Hard,Kubernetes from Scratch - Hard Quiz,"Test your hard level knowledge of Kubernetes from Scratch. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
442,148,Easy,Learn Kubernetes - Easy Quiz,"Test your easy level knowledge of Learn Kubernetes. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
443,148,Medium,Learn Kubernetes - Medium Quiz,"Test your medium level knowledge of Learn Kubernetes. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
444,148,Hard,Learn Kubernetes - Hard Quiz,"Test your hard level knowledge of Learn Kubernetes. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
445,149,Easy,Master Terraform - Easy Quiz,"Test your easy level knowledge of Master Terraform. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
446,149,Medium,Master Terraform - Medium Quiz,"Test your medium level knowledge of Master Terraform. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
447,149,Hard,Master Terraform - Hard Quiz,"Test your hard level knowledge of Master Terraform. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
448,150,Easy,Advanced DevOps - Easy Quiz,"Test your easy level knowledge of Advanced DevOps. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
449,150,Medium,Advanced DevOps - Medium Quiz,"Test your medium level knowledge of Advanced DevOps. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
450,150,Hard,Advanced DevOps - Hard Quiz,"Test your hard level knowledge of Advanced DevOps. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
451,151,Easy,Professional Terraform - Easy Quiz,"Test your easy level knowledge of Professional Terraform. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
452,151,Medium,Professional Terraform - Medium Quiz,"Test your medium level knowledge of Professional Terraform. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
453,151,Hard,Professional Terraform - Hard Quiz,"Test your hard level knowledge of Professional Terraform. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
454,152,Easy,Advanced Docker - Easy Quiz,"Test your easy level knowledge of Advanced Docker. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
455,152,Medium,Advanced Docker - Medium Quiz,"Test your medium level knowledge of Advanced Docker. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
456,152,Hard,Advanced Docker - Hard Quiz,"Test your hard level knowledge of Advanced Docker. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
457,153,Easy,Docker Fundamentals - Easy Quiz,"Test your easy level knowledge of Docker Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
458,153,Medium,Docker Fundamentals - Medium Quiz,"Test your medium level knowledge of Docker Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
459,153,Hard,Docker Fundamentals - Hard Quiz,"Test your hard level knowledge of Docker Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
460,154,Easy,Professional Google Cloud - Easy Quiz,"Test your easy level knowledge of Professional Google Cloud. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
461,154,Medium,Professional Google Cloud - Medium Quiz,"Test your medium level knowledge of Professional Google Cloud. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
462,154,Hard,Professional Google Cloud - Hard Quiz,"Test your hard level knowledge of Professional Google Cloud. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
463,155,Easy,AWS Fundamentals - Easy Quiz,"Test your easy level knowledge of AWS Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
464,155,Medium,AWS Fundamentals - Medium Quiz,"Test your medium level knowledge of AWS Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
465,155,Hard,AWS Fundamentals - Hard Quiz,"Test your hard level knowledge of AWS Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
466,156,Easy,Docker Fundamentals - Easy Quiz,"Test your easy level knowledge of Docker Fundamentals. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
467,156,Medium,Docker Fundamentals - Medium Quiz,"Test your medium level knowledge of Docker Fundamentals. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
468,156,Hard,Docker Fundamentals - Hard Quiz,"Test your hard level knowledge of Docker Fundamentals. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
469,157,Easy,AWS Bootcamp - Easy Quiz,"Test your easy level knowledge of AWS Bootcamp. Focus: basic concepts, definitions, terminology",10,60,15,2025-12-15 08:15:49
470,157,Medium,AWS Bootcamp - Medium Quiz,"Test your medium level knowledge of AWS Bootcamp. Focus: application, analysis, problem-solving",12,70,20,2025-12-15 08:15:49
471,157,Hard,AWS Bootcamp - Hard Quiz,"Test your hard level knowledge of AWS Bootcamp. Focus: advanced concepts, optimization, best practices",15,80,30,2025-12-15 08:15:49
